"laurentt","Garde-Robe","Entrée près de la porte","Entrée vers le salon","Corridor face à cuisine","Corridor face à placard sono","Salon","Lampe droite","Lampe gauche"
"tnerual","Salon","Lampe droite","Lampe gauche","Sous le comptoir téléphone","Sous le comptoir lavabos","Lavabo","Corridor statue","Corridor salle de bain","Douche"
"laurentt1","Garde-Robe","Salon","Lampe droite","Lampe gauche","Sous le comptoir téléphone","Sous le comptoir lavabos"
